Datetime,observed,trend,seasonal,resid
2022-11-10 14:30:00,8.873,8.997708333333332,-0.26242332549788017,0.13771499216454763
2022-11-10 15:00:00,8.871,9.014020833333333,-0.22236440622704634,0.07934357289371341
2022-11-10 15:30:00,8.871,9.030239583333334,-0.1836118020603798,0.0243722187270467
2022-11-10 16:00:00,8.872,9.046854166666666,-0.11250877471663012,-0.06234539195003597
2022-11-10 16:30:00,8.875,9.063677083333333,-0.06877765492496338,-0.11989942840836995
2022-11-10 17:00:00,8.878,9.08121875,0.015504897158370026,-0.2187236471583696
2022-11-10 17:30:00,8.886,9.097864583333331,0.0891624492417033,-0.30102703257503544
2022-11-10 18:00:00,8.901,9.114041666666665,0.20166847137712,-0.4147101380437854
2022-11-10 18:30:00,8.92,9.13128125,0.26215040497087,-0.47343165497087075
2022-11-10 19:00:00,8.946,9.1486875,0.26800782684587016,-0.47069532684586984
2022-11-10 19:30:00,8.966,9.165520833333332,0.3609026836167035,-0.5604235169500362
2022-11-10 20:00:00,8.982,9.18225,0.366887942530966,-0.5671379425309665
2022-11-10 20:30:00,8.999,9.198583333333334,0.41528617971045345,-0.6148695130437865
2022-11-10 21:00:00,9.014,9.214604166666666,0.39693569894122266,-0.5975398656078892
2022-11-10 21:30:00,9.03,9.231375,0.40768666047968416,-0.6090616604796847
2022-11-10 22:00:00,9.056,9.248541666666666,0.3492425899668636,-0.5417842566335307
2022-11-10 22:30:00,9.096,9.264739583333332,0.3356911476591713,-0.5044307309925036
2022-11-10 23:00:00,9.183,9.28115625,0.2831161476591714,-0.38127239765917204
2022-11-10 23:30:00,9.365,9.298625,0.3173895450950687,-0.251014545095068
2022-11-11 00:00:00,9.462,9.314520833333333,0.2562943527873766,-0.10881518612070978
2022-11-11 00:30:00,9.476,9.329614583333333,0.19914771817199184,-0.052762301505324016
2022-11-11 01:00:00,9.553,9.3458125,0.16422528227455638,0.042962217725445256
2022-11-11 01:30:00,9.658,9.362781250000001,0.13508473740276097,0.16013401259723734
2022-11-11 02:00:00,9.647,9.379895833333334,0.10253377586429942,0.16457039080236663
2022-11-11 02:30:00,9.692,9.398239583333334,0.10594435278737645,0.18781606387928984
2022-11-11 03:00:00,9.629,9.418041666666667,0.04586021817199195,0.1650981151613403
2022-11-11 03:30:00,9.686,9.437729166666667,0.017898614606286552,0.23037221872704622
2022-11-11 04:00:00,9.666,9.458125,0.0009967591375369357,0.20687824086246265
2022-11-11 04:30:00,9.705,9.48,-0.03142316273746346,0.25642316273746313
2022-11-11 05:00:00,9.736,9.503385416666665,-0.06524559112287995,0.29786017445621527
2022-11-11 05:30:00,9.62,9.529697916666667,-0.11487124216454686,0.20517332549787942
2022-11-11 06:00:00,9.692,9.558791666666666,-0.12146287627912977,0.2546712096124638
2022-11-11 06:30:00,9.725,9.591135416666667,-0.12458299346662988,0.2584475767999626
2022-11-11 07:00:00,9.714,9.624749999999999,-0.1643058124770464,0.253555812477048
2022-11-11 07:30:00,9.675,9.659874999999998,-0.16992120961246332,0.18504620961246626
2022-11-11 08:00:00,9.703,9.695927083333334,-0.18922264190413013,0.19629555857079534
2022-11-11 08:30:00,9.632,9.730447916666668,-0.1890105650812133,0.09056264841454523
2022-11-11 09:00:00,9.669,9.766614583333334,-0.22308543487287985,0.12547085153954612
2022-11-11 09:30:00,9.703,9.8033125,-0.22523175648746288,0.12491925648746174
2022-11-11 10:00:00,9.707,9.838072916666667,-0.25126854034163,0.12019562367496422
2022-11-11 10:30:00,9.609,9.87034375,-0.27220848174787965,0.010864731747879663
2022-11-11 11:00:00,9.726,9.900052083333334,-0.26879197784163017,0.0947398945082974
2022-11-11 11:30:00,9.707,9.930260416666666,-0.3083491067478799,0.0850886900812145
2022-11-11 12:00:00,9.573,9.956875,-0.30833331898746325,-0.0755416810125365
2022-11-11 12:30:00,9.629,9.97875,-0.3059343932062136,-0.043815606793786654
2022-11-11 13:00:00,9.676,10.001520833333332,-0.32012628773746304,-0.005394545595869105
2022-11-11 13:30:00,9.7,10.024072916666665,-0.29656655466454657,-0.02750636200211881
2022-11-11 14:00:00,9.689,10.041989583333333,-0.2979905455499634,-0.05499903778336934
2022-11-11 14:30:00,9.818,10.056760416666666,-0.26242332549788017,0.02366290883121358
2022-11-11 15:00:00,9.827,10.072968749999998,-0.22236440622704634,-0.023604343772951286
2022-11-11 15:30:00,9.805,10.088791666666665,-0.1836118020603798,-0.10017986460628597
2022-11-11 16:00:00,9.896,10.104145833333332,-0.11250877471663012,-0.09563705861670113
2022-11-11 16:30:00,9.951,10.119552083333334,-0.06877765492496338,-0.09977442840836978
2022-11-11 17:00:00,10.047,10.133864583333333,0.015504897158370026,-0.10236948049170216
2022-11-11 17:30:00,10.243,10.146708333333331,0.0891624492417033,0.007129217424966028
2022-11-11 18:00:00,10.337,10.157729166666666,0.20166847137712,-0.022397638043786278
2022-11-11 18:30:00,10.589,10.16878125,0.26215040497087,0.1580683450291301
2022-11-11 19:00:00,10.504,10.1796875,0.26800782684587016,0.0563046731541294
